1956988223,1,last one month due to summer strawberry is not availble in the chennai markets
1956988477,1,USER_MENTION work at gotta go to bed soon
1956989093,1,USER_MENTION correct i adore him i just plucked him up and put him under my arm cuz he was cryin all better now hahaha
1956989514,0,USER_MENTION hii im on my ipod i cant fall asleep
1956989526,0,dont wanna work tomorrow but i get paid
1956989560,0,feels sad coz i wasnt able to play with the guys URL
1956989561,1,princecharming
1956989601,0,cayogial i wanted to come to bz this summer not so sure anymore a teachers life in the summer sucks
1956989914,1,first ever dropped call on my mobile on a call to USER_MENTION no less being charged for data even though i have a data pack
1956990288,0,USER_MENTION you win sigh rakeem
1956990413,1,oh is that time for real
1956990568,0,darn these allergies i dont like this time of year because of this i never used to have this problem either
1956990729,1,oh no one minute too late oh well
1956991009,0,USER_MENTION damn that sucks
1956991673,0,USER_MENTION i wanted to come to bz this summer not so sure anymore a teachers life in the summer sucks
1956991704,0,USER_MENTION this website gave me a virus when i opened it more windows kept popping up
1956991723,1,ahh big scary bug flying around my room
1956992030,0,i wish she knew what she puts me through she stole my heart never gave it back and occasionally she likes to be like look what i have
1956992144,1,is up with a nasty cough i cant be sick i have a huge weekend ahead of me
1956992349,1,USER_MENTION that was stone cold crazy
1956993007,0,im so tired
1956993080,1,shift time bbye biochem waahh URL
1956993206,1,USER_MENTION im sure some1 will cum out and play im workin through til midnight
1956994067,1,USER_MENTION i second that i wish it rained more where i am
1956995196,0,USER_MENTION early happy day of birth in case i dont make it very tired from therapy today n just taking my medicine misshu ya
1956995505,1,damn it were is eric or anyone else when you need your hair to be played with
1956995679,1,im feel deflated ugh no more dog
1956995762,0,allergies suck ducks nuts
1956995852,1,well it almost was a good day guess i just retry tomorrow
1956996081,0,USER_MENTION waraku is tasteless and expensive portion is so little re waraku
1956996385,1,USER_MENTION sounds good appreciate the suggestion been a week now and were still offline time to ask for a re1d
1956996470,1,USER_MENTION he died wait what about magic jack i just read it
1956996673,0,USER_MENTION youstinkatrespondingtotexts
1956996730,0,wonders why her karma points turned into URL
1956996765,1,need to pack for cali cali cannot waitt thinking a glass of wine is in order to celebrate my weekend vaca still work tho
1956996776,0,is miserable i feel like im gona cry sux
1956997143,1,USER_MENTION well i ran out of beer so i left not sure about the eta waiting waiting waiting bleh gonna be a long nite methinks
1956997352,1,USER_MENTION my nose stud fell out and i cant find it looks like ill have to head into amsterdam today and get a new one
1956997619,1,claire USER_MENTION the show got into the office and no radio
1956998370,1,pats in philly at am i it mm cheesesteak miss my boyfriend but i vacation
1956998532,0,im going to bed i just dont feel right anymore
1956998538,1,what i focused on tom so much i didnt see my be1d barack oh no i must vote for both poor president only has votes
1956998698,1,USER_MENTION epicentre wheelock place tourists only
1956998704,0,now i am depressed after watching so you think you can dance
1957000040,0,just cross cause im stuck twiddling my thumbs now ugh
1957000077,1,miss
1957000152,1,USER_MENTION i know but like i said i have no idea how long it takes for them to investigate this stuff
1957000290,1,i cant sleep but im too sore to move
1957000314,1,USER_MENTION URL awe i miss my baby
1957000336,0,USER_MENTION just answered you never learned how to write in french just basic stuff
1957000372,1,what is it with chocolates i just can never say no
1957000788,1,achieving a new appreciation on how a xml build script can really be painful and cumbersome
1957001049,1,USER_MENTION im too awake now ill have a nap this afternoon
1957001370,1,USER_MENTION i cant do anything
1957001496,1,still needs another hours of sleep
1957001506,1,im at work
1957001854,1,rip leonardo you were a great mini fiddler crab
1957001967,1,morning to early again
1957002082,0,last day working for the uni today sad times
1957002773,1,USER_MENTION thanks neemah im gonna be soo close to you and izzy yet so far
1957002923,1,my head hurts so bad i could scream
1957003048,1,i just go up and im so tired and my airmatras is broken somewhere and now im in even more pain
1957003356,1,new work wellness challenge not going well i committed to not check email between pm and am failed on first day twice
1957003440,1,new blog post auto insuran i just found that my auto insurance policy had been expired i am too careless meanw
1957003715,1,where are all ma bestfriends at mia or wat
1957004184,1,oh men i really cant see my face cmon guys
1957004519,1,im showing my age renewed my tags last week went down got my insurance renewal email today went down i dont wanna be old
1957004606,1,my sole supporter is not my sole supporter
1957004749,0,dont you it when you finish all your work and theres still hours left of work time
1957005165,1,USER_MENTION urgh stop it guys
1957005226,0,is still missing her husband i really want him home
1957005279,0,i miss my puppy
1957005410,1,days of this month left and i only have left on my onpeak downloads
1957005696,1,USER_MENTION up is out i didnt get the memo it looks amazing
1957005713,0,USER_MENTION ive given up on pizza kids would never let me have my fav the hot ones
1957005817,1,up reading tabloids about other peoples lives thinking what im gonna do with mine when my baby leaves
1957006033,0,USER_MENTION yearling in pet home died very sad for their whole family
1957006074,1,in the sun hmm hell no its cold
1957006098,1,i got a giant splinter stuck up underneath my finger nail today at muppets it hurt but i got to go to first aid for the first time
1957006245,0,USER_MENTION we change so of course were fans for life oh and if we havent met rob by then something went horribly wrong
1957006307,1,is feeling sad for some reason URL
1957006547,0,well fuck this new pain med has an odd warning that actually applies to me i cant take this chan is displeased
1957006674,0,just uploaded my new blog a painful story about an year old man who cried because he wanted to die very sad
1957006725,1,USER_MENTION i dont think so i want details
1957006830,1,USER_MENTION hi who is mary poppins
1957006947,1,USER_MENTION its so addicting but its kind of a curse to do them at night time everytime i do one i feel like making music afterwards
1957007167,1,my last tweet didnt send bad phone
1957007268,1,USER_MENTION omg ur alive lol has gone soo slow im going insane grr you doing anything tonight
1957007357,0,have a headache im going to bed goodnight
1957007394,1,USER_MENTION i was watching parental control
1957007437,1,USER_MENTION did you get them from california vintage ahahah they have the best dresses i want them but i dont have ebay
1957007633,0,i just saw pics from this past thanksgiving and am sad because grandma was in them
1957007981,1,USER_MENTION it wont let me
1957008075,0,took a shift tomorrow i dont really feel like working right now
1957008193,0,but now i have no money for a phone
1957008287,1,spent last night in
1957008292,1,USER_MENTION days im about ready to visit torchwood and see if theyve heard anything
1957008434,1,USER_MENTION where are you in bris i cant hear any thunder
1957008478,1,bec vs fat food winner fat food but not this weeknend ill beat it
1957008498,0,too bad the red devils disappointing to say the least
1957008766,1,i had a dream about a pretty pretty beach and there was no beach when i woke up
1957008802,0,USER_MENTION have a not fast enough for x25m ssd raid5 iop on the hpt might try an adaptec
1957008987,1,when da heck will the garage man get here i ask you when
1957009454,1,ate mandy please forgive me i really am sorry i dont wanna lose my bff
1957009666,0,USER_MENTION umm yeah thats probably a pretty good note to self because eeww
1957010072,1,why are plane tickets so expensive
1957010329,1,USER_MENTION USER_MENTION umm yeah thats probably a pretty good note to self because eeww
1957010415,1,needs a job badly
1957011291,0,USER_MENTION daammnn i do wish i was there
1957011738,1,went to di bella coffee roasters today and asked for a job the person i needed to speak to is on holiday fb
1957012476,0,USER_MENTION i played up until the latter parts of the voodoo village part coop until i lost my usual partner
1957012535,0,USER_MENTION nite now im up n bored as opposed to almost sleep frm b
1957012769,0,is a bad friend
1957013149,1,USER_MENTION happy birthdayy hope you have an awesome day didnt see you at next last night
1957013166,0,USER_MENTION im doing that shit right now im on vacation and you got me workin
1957013488,1,USER_MENTION ill be over in an oir
1957013697,1,USER_MENTION guess its a no go girlie im still at the gym and work at
1957013723,0,would wish the severe migrains would stop docs prescriptions arent working
1957013804,1,USER_MENTION i missed the game
1957013885,0,USER_MENTION no internet last night er was brill there was a massive explosion at the end of a nearby gas works er on standby
1957013895,0,USER_MENTION cuz airlines are super lame
1957013896,0,USER_MENTION still a pity it comes with no lamb though
1957014267,0,USER_MENTION im sorry to hear that here is my optimist things will get better for all of us
1957014389,1,is done painting all the bedroom furniture i still have to do the table but it will wait until after the move uggh moving in the heat
1957014493,0,im so very tired and have insomnia
1957014517,1,USER_MENTION a hungry fool ill probably never see that krispy kreme again had to enjoy it they closing down
1957014653,1,USER_MENTION airport and you didnt show up tonight homo
1957014706,0,i bakersfield and i the ports let me go home already i want to start my vacation
1957015287,1,USER_MENTION what about me
1957015475,1,looking for desktop twitter app that will actually let you access urls any suggestions i liked twittle but no linking
1957015719,1,people in my house do not know how to close doors
1957016086,1,why am i completing facebook quizzes at this time of the morning especially a friday morning
1957016169,1,out with USER_MENTION
1957016339,1,USER_MENTION i dont like the possibility of the left side of my brain hurting because of the thing called a vp shunt and possible death
1957016697,0,had to cancel wow for now
1957016818,1,wants to make a music profile but i dont have money i dont know how to write music i dont know how to play an instrument and no studio
1957017164,0,USER_MENTION but yeah im sad about my
1957017177,1,its am and i hear a helicopter flying over my house thats kind of weird in other news my headache is back boo
1957017320,1,USER_MENTION oh no i am always here
1957017333,1,back from school ms suhanas last day as our ft ocu was okay im playing altnoy over and over again
1957017486,1,poll was trying to get it to work in a powerpoint to no avail
1957017522,1,took a math test today the day before the test the teacher says bring your calculator luke was confident teacher decided no calcs
1957017595,1,omg the concert was awesome madrigals gave me chills on almost every piece brooks also called up alumni but i didnt get to go
1957017610,1,USER_MENTION yeah its terrible cockatoos are the hardest to live with so emotional good thing he found you though
1957018061,0,up late with nothin do
1957018162,1,i think the vog is making me sicker than i think feeling slightly achy
1957018678,0,USER_MENTION i was watching harpers island lol there was no vodka involved
1957019034,1,i am doing homework it sux big time maths is the worst
1957019121,1,USER_MENTION would have been better imo if it let you play through all songs provided i just start to and it blacks out
1957019458,1,it never started
1957019556,0,sometimes i wish things could go back to the way they were the beginning of last summer
1957019715,1,i downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets but no they didnt
1957019766,0,USER_MENTION trudys off burnet the one up north that no one goes to
1957020180,0,USER_MENTION i feel the same way but i guess no matter where you are there will always be memes
1957020385,1,i do minutes of treadmill but done minutes for today already gonna do minutes more
1957020390,1,im soo confused
1957020593,1,with friends like ltte didnt need enemies wrong advice at wrong time led to numerous deaths a lost cause as well
1957020624,1,work day of
1957020702,1,chillin with the roomies cant wait for the zombie clwn cr its gonna be weeks
1957020861,1,i loove guitars and playing them i think they sound magnificent if only i was better if only
1957021039,1,USER_MENTION no re1ds but they do retrieve accounts takes like a week just hoping the thief doesnt use hacks or then its permaban
1957021224,1,USER_MENTION no im not cries lol
1957021305,0,cute malay girl came to seemy room for rent sadly think it was for her guyfreind bit misleading and disappointing lol
1957021321,1,USER_MENTION epicentre wheelock place units for tourists only starting today
1957021486,0,i the new mt dew commercial the one with a giant mosquito it scares me and grosses me out all at the same time
1957021631,1,come on knight its been well over hours
1957022610,1,not super keen on the drive home through the rain additional concentration required that i dont really wanna deal with
1957022799,1,USER_MENTION aw u cant let me in on the secret
1957023061,1,USER_MENTION im sorry i dont think i stick out at least compared to what i used to look like
1957023133,1,no transport for church wont be making it im crushed oh well more time for assignments i suppose my throat really hurts
1957023263,0,i when i see pregnant women smokingg its soo irresponsible n selfish its saad ultimately the baby is the one who suffers
1957023739,0,lies lies lies you just cant avoid to lie about practically everything
1957023842,1,twittascope is not rocking my socks go away already
1957023917,1,driving back home because i forgot the piece of cake for USER_MENTION
1957024334,1,USER_MENTION so i tried jumping without the trampoline and its like shouldnt have eaten that cookie URL
1957025428,0,everytime i send an email to my coach i feel a need to practice shitty balls lol
1957026475,0,its pissing me off and not letting me follow ericka
1957027495,0,is going to sleep not peaceful wanted to hear him say good night but that didnt happen good night everyone
1957027630,0,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack i almost cried
1957027687,1,USER_MENTION i was so close to the tacos one spot too late
1957027841,0,USER_MENTION umm how bout em aint get see da game but i see dey survived anotha game of da series due to notin but lebron im guessin
1957028656,1,is thinking so much and im at work
1957028775,1,i have forgot the live with the jonas brothers on facebook
1957028895,0,i havent seen muffin in two whole days
1957029111,0,USER_MENTION ill miss yall back give USER_MENTION my regards
1957029634,1,my gap year is going so quick
1957029641,1,i have to admit im a bit bummed out that i wasnt with my friends walking today
1957029899,1,USER_MENTION girl a blunt is soo in my thoughts right now i had an absolutly great day with a few stressors come home
1957030196,1,my twitter has been hacked again
1957030545,0,just found mj mouse flats at djs of course there are none left in my size
1957030596,1,USER_MENTION i wont have time to buy and i need a new binder pa
1957030622,0,USER_MENTION hahaha well its try its so ugly
1957030793,1,ulduar is hard
1957031520,1,USER_MENTION i dont even want to know why you know about vhemt but dont go wed miss you
1957031859,1,USER_MENTION thats awesome we have that this weekend too but i cant go because im moving this sat i should be a lot of though
1957032014,1,night night twitter world cant believe the thomas thing tomorrows gunna be
1957032051,1,USER_MENTION this is happening to me too
1957032114,1,USER_MENTION oh no
1957032127,1,USER_MENTION bored now because i was talking to someone but now theyre busy with something else just kinda a bummer idk
1957032228,0,USER_MENTION i knoww things wont be the samee
1957032539,1,omgness its pm and i need to beup early to set up my garage sale it starts a wish i said im beat
1957033043,1,USER_MENTION i kno i doo yall partyin with out me
1957033103,1,okay so twitter suddenly changed how do i respond to messages now
1957033219,1,ugh my dad just told me to read an article about kavya shivashankar the spellin bee girl and be more like her
1957033558,1,decided that no matter how good my hair looks curly it doesnt justify the burn i get from the curler my hands covered i suck at it
1957033776,0,going to sleep gonna fall asleep playing apps again tmrw is going to suck
1957033815,1,USER_MENTION yea i gotta be up at
1957033874,0,i when my bf beats da dogs but i guess that the only way to teach these pitts
1957033901,1,sprained my ankle like really badly and tore some stuffs it hurts and its my birthday weekend
1957034202,0,i cant believe the metal gear solid song was stolen im so disappointed URL
1957034289,0,think i may have broke a toe at the bar tonight thanks drunk girl for steppin all over me
1957034434,1,not one sale done today at work explored balconies in the big theater w coworkers a day but void of chili fries and tips
1957034566,0,USER_MENTION i wish i had left dead but first id need something to play it on
1957034940,1,USER_MENTION me too
1957034983,1,USER_MENTION that story reminds of living in portugal
1957035419,1,USER_MENTION youre diabetic so is my dad i might be too not sure are you still allowed to eat sugar throughout the day
1957035564,1,i spilled my beer all over my leg wasted half my beer home now i met a cute girl good conversation
1957035950,0,my roommate USER_MENTION to ignore me
1957036183,1,USER_MENTION ill make him nachos tomorrow better than if he would have made them himself
1957037405,1,USER_MENTION yeahh
1957037860,1,scary lightning and thunder im glad its over now going to sleep i hope im not late to school tomorow again haha
1957038324,0,my teeth and head hurts
1957038398,0,i rob zombie movies
1957038470,0,USER_MENTION maths and science were the strongest for me i think dunno bout geography only did like day of study for a year of work
1957038475,0,waiting in line tryst
1957038477,1,hope i get a job cuz we need an apartment im drunk
1957038763,1,just got home not wanting to read the last chaper of breaking dawn cause i dont want it to beover
1957038970,1,i need to be held gnite
1957039203,1,hanging out with sam billy and veronica not going to school tomorrow to take sam to body shops dang car accidents
1957039456,0,no more arrested development i am sad
1957039841,1,USER_MENTION wicked what time you leaving how come you cant stay the night
1957039894,0,omg i keep losing followers this is so sad i want one day thats my goal
1957039922,0,i feel so deflated no more doggy
1957039947,1,USER_MENTION i wanna see her hair hows everyone
1957040172,0,i just had to my trash on the mac that was one of the most difficult things i have ever done in my life pictures are gone
1957040395,0,im contacting paws philippines so i can find
1957040988,0,just got home not wanting to read the last chaper of breaking dawn cause i dont want it to be over
1957041569,1,aww pray for the arroyo family everyone
1957041648,1,USER_MENTION theres a manual process but its taking on my outlook database pff crappy msft product
1957041745,0,fuudge movie store is closed
1957041767,0,alo is so sad and quiet and tonight
1957041812,0,USER_MENTION hahahaha its not horrible if others were singing with im sure it could work i wish i could afford my own drum set
1957041856,1,USER_MENTION you never answered your dm i sent you i need your info
1957042008,1,am trying to get through the pilot of the first season of friday night lights oh gosh pass the tissue
1957042316,0,USER_MENTION aw where are you headed to i just cancelled my trip to aussie
1957042474,1,i have cystic lacrimal infectection my eye and face are swollen and it hurts
1957042509,1,USER_MENTION i didnt think anyone caught that
1957042579,0,i need to be sleeping but im not even tired
1957042734,0,
1957042799,1,oh nevermind i think this thing is unsalvageable
1957042862,1,lyin in bed up faar too early
1957043226,0,sad that christian lacroix had to file bankruptcy
1957043241,0,i dont feel good at all fuckk
1957044366,0,why did i agree to work a double shift
1957044680,1,looks like ill never go to the zoo
1957044694,1,USER_MENTION ohh poor girl ill email her i am relying on you being here in october mr
1957044783,1,when will medhurst play again
1957044789,1,USER_MENTION bad times
1957044935,0,aarrgghh a hose has leaked water all over the new floating floor
1957045395,0,have to go to the dreaded dmv tomorrow
1957045641,1,USER_MENTION im a bit bens thaied out
1957045692,1,english class working on interactive orals
1957045940,1,USER_MENTION thank you for the rec but that doesnt work
1957046053,1,USER_MENTION im sorry excited for tomorrow night karaoke getting anything special for bday
1957046090,1,my puppy gizmo h8s me haha he still growls me i always look back my long pruple scar on my fingie
1957046631,1,i dont know how ima work out tomorrow wit my body dis sore ugh
1957046815,1,in you
1957047408,1,USER_MENTION yeah plus its just a little too far to walk to pinocchios for sushi
1957047569,1,im feeling this pressure in my head that always kicks in just before a nasty headache im not looking forward to this
1957047571,0,taylor swift and joe jonas looked really good together im kinda sad they broke up
1957047787,1,im suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts
1957047828,1,lady across the way had a miscarriage say a prayer
1957048027,0,god i just want to sleep
1957048703,0,USER_MENTION ohh thunderstorms boo why do they always have to make the power go out
1957048870,1,i feel so deflated no more doggy
1957049167,0,found my book starting a real paperbound journal tonight have an annoying zit above my lip makes me look like i have herpes
1957050633,0,ratt rocked nashville tonite one thing sucked no encore like in the they still have a show pearcy has that hott bad boy look
1957050684,1,is feeling bad just got bad news about my mum
1957050747,0,USER_MENTION but but i dun wanna
1957050890,0,USER_MENTION damn girl im so down but ya gotta let me know so i can get my kit together
1957051517,0,USER_MENTION dbl boo for being sick flippin blows bahaha i kno i dont have many friends on here either i feel so lame haha
1957052167,1,USER_MENTION thats what i was thinking but the only time its gonna be on is am
1957052211,1,peeps still here times gotta sleep tho work in the a.m some cool hot chicks here but none as cool as missing her
1957052409,1,dont feel like working i think i tweet this too often
1957052932,0,feels sick to my stomach and idkk whyy
1957053170,1,vineri nimic special sau probabil un alt weekend pierdut
1957053247,1,counting the hours of lost sunshine until the weekend
1957053338,1,USER_MENTION dude i just saw your sf pics looks like your mini excursion was pretty kick ass didnt see any sun while i was there tho
1957053409,1,is home safely but hungry
1957053566,0,USER_MENTION um i was thrown from USER_MENTION van yesterday and had to be taken to the er
1957055178,1,got to final table but went out third dont think ill be getting my free seat
1957055396,1,good morning work this morning gutted lol nevermind
1957055530,0,i have to work in the morning while my friends get to party it up stupid bberry lite flashing red and i have no messages
1957055981,1,fb is boring and i wanna sing right now
1957056027,0,USER_MENTION the link doesnt work
1957056041,1,USER_MENTION hahaha i dont know anyone or anything about it except they have powers lol i live in my own bubble
1957056896,1,the humpalow um ya i think so cell is dying
1957057026,1,last day at work sick to the bone
1957057469,1,i feel like im on house arrest
1957057586,1,is like a to begin hard to end fiuuhh
1957058130,1,USER_MENTION ur supposed to be in bk tho
1957058219,1,USER_MENTION did you know that there is a shortage of shells for crabs to use on the beach due to beach combers it is very sad
1957058436,1,oh no nighty night
1957058504,1,USER_MENTION must have new music i wont sleep until you give us chapter i might die first though hurry
1957059348,0,my stupid tooth hurts
1957059587,1,USER_MENTION the song
1957059671,1,ready to go school
1957059917,0,USER_MENTION my computers broken and i broke my laptop so i had to use the phone ahh still on he cause they fucked up my order
1957060283,1,USER_MENTION its good isnt it our holiday chalet is out of sight but look v similar to those ones going home again today
1957060439,1,its a sad economy just heard of another friend losing their job so sad but just a reminder that
1957061418,1,USER_MENTION im just starting to feel really panicky and anxious that something bad has happened cos it seems like its been ages
1957061527,1,my dog ran awayy
1957061884,0,USER_MENTION those suck so bad
1957062262,1,im back top molar extracted swollen face all numb but no more toothache or sinus pain
1957062621,1,just finished hours of texas life insurance ce tonight more hours to go
1957062676,1,does anyone know any good rap songs i need to make a cd and i have no idea hellpp
1957062698,1,i want to go to peru this summer ahh hopefully yesyesyes i miss it over there
1957062783,0,USER_MENTION what happen to the maids of yours quit once again
1957062827,0,im awake anybody else awake wish i lived in the us since all the happens when im asleep
1957063783,0,at charles with the power out lol damn savemart lost power and we could not buy beer
1957063845,0,USER_MENTION heehee i you i am tired
1957064177,1,my mobile phone refuses to charge either the battery is broken or the chargerr boo
1957064253,1,USER_MENTION oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
1957064566,1,USER_MENTION hmm i thought u were sleeping too bad i cant see those videos until tomorrow night
1957064575,0,morning everyone sorry for going early last night had bad news felt totally crap today is a new day
1957064578,0,went to the beach and it started raining
1957064908,0,how i wish my parents put me into a chinese school when i was younger then itll be so much easier for me to get a job
1957065570,1,USER_MENTION USER_MENTION yeah physically moving too apparently well be reporting directly to mr hayward
1957065963,1,USER_MENTION airport and you didnt show up tonight homo
1957066120,1,USER_MENTION jealous it looks like schindlers list in toronto
1957066701,1,i want another tatt
1957067386,1,USER_MENTION what come as you are but erock just left bah d
1957067779,1,so i need to make a lot of money tomorrow
1957067988,0,USER_MENTION being in your room makes me sad
1957068229,1,nearly fell asleep but was jolted out of bed by a massive panic attack and now im not sure if i can sleep at all
1957068585,1,for the gays i only made tonight
1957068880,0,USER_MENTION oh i completely forgot about thirsty thursday oh my gaga this sucks
1957069453,0,if one people did any wrong the world blames all the people over there this is the great world which we are living in shit
1957070273,1,USER_MENTION nope they are all sleeping cuz they live on the east coast
1957070484,1,USER_MENTION i bet its cool down in sr huh its not here i havent stopped sweating since noon when dad and i were packing
1957070534,0,USER_MENTION eww dislike
1957070786,1,tactical mistake going to the city library and buying milk who knew ouch ouch ouch maybe a good thing i didnt try for uni
1957070871,1,decided trans frm relaxed natural hair but i wish my whole head looked like my roots age of the instant gratification
1957071331,0,USER_MENTION sorry bout the cat
1957071583,1,needs to have an increase on her salary URL
1957072308,1,my stomach feels like its touching the ground im so full
1957072400,1,pug just woke me from an incredible sleep
1957072637,1,USER_MENTION i wait to hear your new album sure will be amazing.please just replay to me i you so much
1957072682,1,soo much work so little time
1957072896,0,missed iron chef
1957073073,0,USER_MENTION the ds version sucks
1957073201,0,what a bad day
1957073668,1,USER_MENTION i know ridiculous we never got to hang out i chicago and want to go shopping so a trip sounds like
1957073753,0,the net ayaw bumukas ng twitter URL
1957073984,1,ugh my internet was down
1957074101,1,omg i didnt tweet all that much today
1957074214,1,is feeling so giddy and wanna go home
1957074267,1,the week just wasnt the same without an adam lambert performance
1957074812,1,USER_MENTION the link doesnt work
